# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Mon Oct 28 15:35:30 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
9.8116e-05 -2.19174 10.07918 0.6183252931 2.3331195745    0.618 -0.525  3.7428  4.677    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.18e-14      0.00 8.038e-01 1.961e-01 1.444e-05 3.903e-06 3.544e-05 -1.000 1.000e-04 6.083 6.058 6.405 5.528
9.8116e-05 -2.19174 10.07918 0.6282081604 2.3392571542    0.628 -0.480  3.7486  4.663    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 8.074e-01 1.925e-01 1.421e-05 3.841e-06 3.489e-05 -1.000 5.597e-05 5.971 5.946 6.280 5.428
9.8116e-05 -2.19174 10.07918 0.6378048062 2.3450081360    0.638 -0.437  3.7541  4.648    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -2.73e-14      0.00 8.111e-01 1.889e-01 1.398e-05 3.779e-06 3.433e-05 -1.000 2.368e-05 5.862 5.836 6.159 5.332
9.8116e-05 -2.19174 10.07918 0.6491133571 2.3515346450    0.649 -0.385  3.7606  4.629    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-14      0.00 8.156e-01 1.844e-01 1.369e-05 3.702e-06 3.363e-05 -1.000 5.880e-05 5.731 5.707 6.016 5.217
9.8116e-05 -2.19174 10.07918 0.6499999762 2.3520353107    0.650 -0.380  3.7611  4.627    1  0.000  0.543     0.00     0.00     0.00     0.00     0.00 -1 -3.14e-14      0.00 8.159e-01 1.840e-01 1.367e-05 3.695e-06 3.358e-05 -1.000 1.000e-04 5.721 5.697 6.005 5.208
9.8116e-05 -2.19174 10.07918 0.6585742235 2.3567972307    0.658 -0.340  3.7657  4.612    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.49e-14      0.00 8.203e-01 1.796e-01 1.338e-05 3.619e-06 3.290e-05 -1.000 1.000e-04 5.620 5.598 5.896 5.119
9.8116e-05 -2.19174 10.07918 0.6688095927 2.3622982465    0.669 -0.291  3.7713  4.591    1  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -3.97e-14      0.00 8.259e-01 1.740e-01 1.302e-05 3.523e-06 3.204e-05 -1.000 1.001e-04 5.498 5.477 5.765 5.010
9.8116e-05 -2.19174 10.07918 0.6785455346 2.3673541245    0.678 -0.243  3.7764  4.570    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1  -4.5e-14      0.00 8.316e-01 1.683e-01 1.265e-05 3.426e-06 3.116e-05 -1.000 9.993e-05 5.378 5.360 5.639 4.904
9.8116e-05 -2.19174 10.07918 0.6878397465 2.3720273678    0.688 -0.196  3.7813  4.549    1  0.000  0.541     0.00     0.00     0.00     0.00     0.00 -1 -5.11e-14      0.00 8.374e-01 1.625e-01 1.228e-05 3.327e-06 3.027e-05 -1.000 9.997e-05 5.261 5.245 5.515 4.800
9.8116e-05 -2.19174 10.07918 0.6960875988 2.3760545246    0.696 -0.153  3.7856  4.528    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -3.18e-15      0.00 8.429e-01 1.571e-01 1.193e-05 3.234e-06 2.943e-05 -1.000 3.627e-05 5.153 5.140 5.402 4.704
9.8116e-05 -2.19174 10.07918 0.6999999881 2.3779266974    0.700 -0.132  3.7876  4.518    1  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -6.08e-14      0.00 8.456e-01 1.544e-01 1.176e-05 3.188e-06 2.902e-05 -1.000 9.090e-07 5.101 5.088 5.347 4.657
9.8116e-05 -2.19174 10.07918 0.7090166807 2.3821510618    0.709 -0.082  3.7920  4.490    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -7e-14      0.00 8.505e-01 1.495e-01 1.145e-05 3.115e-06 2.838e-05 -1.000 1.347e-05 4.975 4.965 5.215 4.544
9.8116e-05 -2.19174 10.07918 0.7175090313 2.3860183186    0.717 -0.032  3.7961  4.462    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -8.06e-14      0.00 8.545e-01 1.454e-01 1.122e-05 3.060e-06 2.791e-05 -1.000 6.422e-05 4.850 4.842 5.085 4.430
9.8116e-05 -2.19174 10.07918 0.7258906364 2.3897332881    0.725  0.020  3.8001  4.431    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -9.36e-14      0.00 8.581e-01 1.419e-01 1.103e-05 3.016e-06 2.753e-05 -1.000 3.716e-05 4.720 4.712 4.948 4.309
9.8116e-05 -2.19174 10.07918 0.7330866456 2.3928449483    0.733  0.067  3.8034  4.401    1  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-13      0.00 8.608e-01 1.391e-01 1.089e-05 2.984e-06 2.726e-05 -1.000 4.674e-05 4.601 4.595 4.825 4.199
9.8116e-05 -2.19174 10.07918 0.7400557995 2.3957922741    0.739  0.117  3.8065  4.368    1  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -8.97e-14      0.00 8.632e-01 1.367e-01 1.077e-05 2.957e-06 2.703e-05 -1.000 1.000e-04 4.478 4.472 4.697 4.084
9.8116e-05 -2.19174 10.07918 0.7470233440 2.3986757886    0.746  0.170  3.8095  4.331    1  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.94e-14      0.00 8.654e-01 1.345e-01 1.066e-05 2.934e-06 2.683e-05 -1.000 1.000e-04 4.345 4.339 4.559 3.958
9.8116e-05 -2.19174 10.07918 0.7500000000 2.3998889087    0.749  0.193  3.8108  4.314    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-13      0.00 8.663e-01 1.336e-01 1.061e-05 2.925e-06 2.675e-05 -1.000 1.000e-04 4.286 4.280 4.497 3.901
9.8116e-05 -2.19174 10.07918 0.7512725592 2.4004041612    0.751  0.204  3.8114  4.307    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-13      0.00 8.663e-01 1.336e-01 1.062e-05 2.927e-06 2.677e-05 -1.000 1.000e-04 4.261 4.254 4.471 3.878
9.8116e-05 -2.19174 10.07918 0.7593882084 2.4036434812    0.759  0.276  3.8149  4.254    1  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.01e-13      0.00 8.666e-01 1.334e-01 1.067e-05 2.941e-06 2.691e-05 -1.000 3.412e-06 4.081 4.073 4.283 3.704
9.8116e-05 -2.19174 10.07918 0.7647736669 2.4057494733    0.764  0.328  3.8169  4.212    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-13      0.00 8.666e-01 1.334e-01 1.070e-05 2.951e-06 2.701e-05 -1.000 9.060e-05 3.949 3.940 4.147 3.576
9.8116e-05 -2.19174 10.07918 0.7698798180 2.4077149807    0.769  0.381  3.8184  4.168    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-13      0.00 8.655e-01 1.344e-01 1.080e-05 2.978e-06 2.726e-05 -1.000 9.999e-05 3.817 3.807 4.012 3.447
9.8116e-05 -2.19174 10.07918 0.7740544677 2.4092997882    0.773  0.428  3.8189  4.126    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.29e-13      0.00 8.642e-01 1.357e-01 1.091e-05 3.007e-06 2.753e-05 -1.000 1.000e-04 3.701 3.689 3.893 3.331
9.8116e-05 -2.19174 10.07918 0.7755149603 2.4098495989    0.774  0.446  3.8185  4.107    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -3.51e-13      0.00 8.638e-01 1.361e-01 1.094e-05 3.017e-06 2.762e-05 -1.000 1.000e-04 3.654 3.641 3.845 3.283
9.8116e-05 -2.19174 10.07918 0.7794836164 2.4113316622    0.778  0.501  3.8165  4.047    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -4.24e-13      0.00 8.626e-01 1.373e-01 1.104e-05 3.044e-06 2.787e-05 -1.000 1.000e-04 3.519 3.504 3.711 3.142
9.8116e-05 -2.19174 10.07918 0.7822609544 2.4123585575    0.781  0.543  3.8136  3.994    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -4.96e-13      0.00 8.617e-01 1.382e-01 1.111e-05 3.063e-06 2.804e-05 -1.000 9.994e-05 3.412 3.396 3.606 3.029
9.8116e-05 -2.19174 10.07918 0.7828532457 2.4125764681    0.781  0.553  3.8129  3.982    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -5.15e-13      0.00 8.616e-01 1.383e-01 1.112e-05 3.067e-06 2.808e-05 -1.000 1.000e-04 3.388 3.372 3.583 3.003
9.8116e-05 -2.19174 10.07918 0.7834342718 2.4127898659    0.782  0.564  3.8115  3.966    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -5.37e-13      0.00 8.614e-01 1.385e-01 1.114e-05 3.071e-06 2.811e-05 -1.000 9.999e-05 3.360 3.344 3.557 2.972
9.8116e-05 -2.19174 10.07918 0.7853887677 2.4135050441    0.784  0.604  3.8057  3.903    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -6.32e-13      0.00 8.608e-01 1.391e-01 1.119e-05 3.084e-06 2.823e-05 -1.000 9.994e-05 3.260 3.242 3.464 2.858
9.8116e-05 -2.19174 10.07918 0.7868847847 2.4140496985    0.785  0.640  3.7986  3.840    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -7.37e-13      0.00 8.604e-01 1.395e-01 1.122e-05 3.094e-06 2.833e-05 -1.000 9.996e-05 3.171 3.151 3.384 2.752
9.8116e-05 -2.19174 10.07918 0.7880567312 2.4144747080    0.786  0.672  3.7902  3.774    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -8.57e-13      0.00 8.600e-01 1.399e-01 1.125e-05 3.102e-06 2.840e-05 -1.000 9.811e-05 3.089 3.068 3.315 2.652
9.8116e-05 -2.19174 10.07918 0.7890018225 2.4148163905    0.787  0.702  3.7811  3.708    2  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1  -9.9e-13      0.00 8.564e-01 1.436e-01 1.150e-05 3.170e-06 2.902e-05 -1.000 4.868e-05 3.014 2.993 3.255 2.558
9.8116e-05 -2.19174 10.07918 0.7897948027 2.4151023542    0.788  0.731  3.7722  3.645    2  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-12      0.00 8.391e-01 1.608e-01 1.253e-05 3.449e-06 3.152e-05 -1.000 2.539e-05 2.943 2.922 3.199 2.468
