# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Fri Oct 25 09:55:36 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
9.8116e-05 -2.19174 10.00000 0.8275688291 2.4279977328    0.826  0.679  3.8179  3.900    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -7.34e-13      0.00 8.482e-01 1.517e-01 1.207e-05 3.324e-06 3.041e-05 -1.000 1.000e-04 3.073 3.053 3.256 2.696
9.8116e-05 -2.19174 10.00000 0.8291981816 2.4285236447    0.827  0.712  3.8102  3.836    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -8.53e-13      0.00 8.477e-01 1.522e-01 1.210e-05 3.332e-06 3.048e-05 -1.000 9.997e-05 2.989 2.967 3.182 2.595
9.8116e-05 -2.19174 10.00000 0.8304694295 2.4289323222    0.829  0.743  3.8011  3.770    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -9.86e-13      0.00 8.473e-01 1.526e-01 1.212e-05 3.339e-06 3.054e-05 -1.000 9.993e-05 2.913 2.890 3.119 2.498
9.8116e-05 -2.19174 10.00000 0.8314917684 2.4292599387    0.830  0.771  3.7910  3.702    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-12      0.00 8.470e-01 1.529e-01 1.214e-05 3.345e-06 3.060e-05 -1.000 8.632e-05 2.842 2.820 3.065 2.406
9.8116e-05 -2.19174 10.00000 0.8323430419 2.4295320299    0.830  0.797  3.7806  3.635    2  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-12      0.00 8.429e-01 1.571e-01 1.238e-05 3.410e-06 3.118e-05 -1.000 6.822e-05 2.777 2.755 3.017 2.319
9.8116e-05 -2.19174 10.00000 0.8330845237 2.4297685076    0.831  0.822  3.7708  3.571    2  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-12      0.00 8.236e-01 1.763e-01 1.348e-05 3.704e-06 3.381e-05 -1.000 4.196e-05 2.714 2.693 2.972 2.237
9.8116e-05 -2.19174 10.00000 0.8337684870 2.4299862123    0.832  0.849  3.7620  3.509    2  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-12      0.00 7.996e-01 2.004e-01 1.486e-05 4.072e-06 3.710e-05 -1.000 6.998e-05 2.648 2.627 2.922 2.153
9.8116e-05 -2.19174 10.00000 0.8344549537 2.4302043012    0.832  0.884  3.7541  3.443    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.98e-12      0.00 7.817e-01 2.182e-01 1.590e-05 4.350e-06 3.957e-05 -1.000 1.000e-04 2.561 2.542 2.852 2.051
9.8116e-05 -2.19174 10.00000 0.8349917531 2.4303745538    0.833  0.920  3.7491  3.387    2  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-12      0.00 7.743e-01 2.256e-01 1.632e-05 4.464e-06 4.059e-05 -1.000 1.000e-04 2.471 2.454 2.773 1.952
9.8116e-05 -2.19174 10.00000 0.8355230093 2.4305428007    0.833  0.963  3.7450  3.328    2  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.72e-12      0.00 7.700e-01 2.299e-01 1.658e-05 4.531e-06 4.119e-05 -1.000 1.000e-04 2.362 2.347 2.674 1.837
9.8116e-05 -2.19174 10.00000 0.8356020451 2.4305678100    0.833  0.971  3.7445  3.318    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-12      0.00 7.696e-01 2.304e-01 1.660e-05 4.538e-06 4.125e-05 -1.000 2.821e-05 2.344 2.329 2.657 1.817
9.8116e-05 -2.19174 10.00000 0.8360363841 2.4307051510    0.834  1.012  3.7421  3.267    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.26e-12      0.00 7.672e-01 2.327e-01 1.672e-05 4.570e-06 4.154e-05 -1.000 1.000e-04 2.239 2.225 2.558 1.709
9.8116e-05 -2.19174 10.00000 0.8365163803 2.4308567384    0.834  1.062  3.7397  3.208    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -3.9e-12      0.00 7.649e-01 2.350e-01 1.682e-05 4.599e-06 4.179e-05 -1.000 7.471e-05 2.115 2.103 2.440 1.582
9.8116e-05 -2.19174 10.00000 0.8369216323 2.4309845651    0.835  1.106  3.7379  3.157    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.59e-12      0.00 7.633e-01 2.366e-01 1.690e-05 4.618e-06 4.196e-05 -1.000 9.820e-05 2.004 1.993 2.334 1.469
9.8116e-05 -2.19174 10.00000 0.8373119235 2.4311075384    0.835  1.152  3.7363  3.105    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.41e-12      0.00 7.618e-01 2.381e-01 1.695e-05 4.633e-06 4.211e-05 -1.000 1.000e-04 1.891 1.882 2.225 1.354
9.8116e-05 -2.19174 10.00000 0.8376753330 2.4312219233    0.835  1.196  3.7347  3.054    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.36e-12      0.00 7.603e-01 2.396e-01 1.699e-05 4.646e-06 4.221e-05 -1.000 1.000e-04 1.779 1.771 2.117 1.240
9.8116e-05 -2.19174 10.00000 0.8380178213 2.4313296186    0.835  1.242  3.7332  3.003    3  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.48e-12      0.00 7.590e-01 2.409e-01 1.703e-05 4.656e-06 4.230e-05 -1.000 9.996e-05 1.666 1.659 2.008 1.126
9.8116e-05 -2.19174 10.00000 0.8383605480 2.4314372877    0.836  1.290  3.7317  2.949    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -8.9e-12      0.00 7.577e-01 2.422e-01 1.705e-05 4.668e-06 4.238e-05 -1.000 8.242e-05 1.545 1.539 1.891 1.003
9.8116e-05 -2.19174 10.00000 0.8386567831 2.4315302697    0.836  1.335  3.7302  2.897    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-11      0.00 7.566e-01 2.433e-01 1.705e-05 4.681e-06 4.245e-05 -1.000 9.336e-05 1.431 1.427 1.781 0.888
9.8116e-05 -2.19174 10.00000 0.8389481306 2.4316216439    0.836  1.384  3.7287  2.843    3  0.000  0.535     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-11      0.00 7.556e-01 2.443e-01 1.703e-05 4.698e-06 4.249e-05 -1.000 9.996e-05 1.311 1.308 1.665 0.765
9.8116e-05 -2.19174 10.00000 0.8392127156 2.4317045615    0.836  1.431  3.7272  2.790    3  0.000  0.533     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-11      0.00 7.546e-01 2.453e-01 1.700e-05 4.727e-06 4.253e-05 -1.000 1.000e-04 1.192 1.190 1.550 0.645
9.8116e-05 -2.19174 10.00000 0.8394520283 2.4317795073    0.836  1.478  3.7257  2.737    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-11      0.00 7.538e-01 2.461e-01 1.695e-05 4.766e-06 4.257e-05 -1.000 9.997e-05 1.076 1.075 1.438 0.527
9.8116e-05 -2.19174 10.00000 0.8396702409 2.4318478024    0.836  1.524  3.7241  2.685    3  0.000  0.529     0.00     0.00     0.00     0.00     0.00 -1 -2.07e-11      0.00 7.531e-01 2.468e-01 1.689e-05 4.816e-06 4.260e-05 -1.000 9.997e-05 0.961 0.961 1.327 0.410
9.8116e-05 -2.19174 10.00000 0.8398764133 2.4319122917    0.836  1.571  3.7226  2.631    3  0.000  0.527     0.00     0.00     0.00     0.00     0.00 -1 -2.45e-11      0.00 7.525e-01 2.474e-01 1.684e-05 4.864e-06 4.262e-05 -1.000 9.996e-05 0.841 0.844 1.212 0.290
9.8116e-05 -2.19174 10.00000 0.8400606513 2.4319698892    0.836  1.618  3.7211  2.579    3  0.000  0.525     0.00     0.00     0.00     0.00     0.00 -1  -2.9e-11      0.00 7.521e-01 2.478e-01 1.679e-05 4.917e-06 4.263e-05 -1.000 1.000e-04 0.726 0.729 1.101 0.173
9.8116e-05 -2.19174 10.00000 0.8402258158 2.4320214992    0.836  1.663  3.7195  2.527    3  0.000  0.523     0.00     0.00     0.00     0.00     0.00 -1 -3.41e-11      0.00 7.517e-01 2.482e-01 1.674e-05 4.964e-06 4.265e-05 -1.000 1.000e-04 0.613 0.618 0.992 0.058
9.8116e-05 -2.19174 10.00000 0.8403806090 2.4320698472    0.836  1.709  3.7180  2.475    3  0.000  0.522     0.00     0.00     0.00     0.00     0.00 -1 -4.03e-11      0.00 7.515e-01 2.484e-01 1.671e-05 4.998e-06 4.266e-05 -1.000 9.999e-05 0.497 0.504 0.882 -0.059
9.8116e-05 -2.19174 10.00000 0.8405181170 2.4321127792    0.836  1.754  3.7164  2.424    3  0.000  0.522     0.00     0.00     0.00     0.00     0.00 -1 -4.74e-11      0.00 7.514e-01 2.485e-01 1.669e-05 5.019e-06 4.266e-05 -1.000 9.999e-05 0.385 0.394 0.775 -0.173
9.8116e-05 -2.19174 10.00000 0.8406464458 2.4321528308    0.836  1.799  3.7147  2.372    3  0.000  0.521     0.00     0.00     0.00     0.00     0.00 -1 -5.59e-11      0.00 7.513e-01 2.486e-01 1.668e-05 5.028e-06 4.266e-05 -1.000 1.000e-04 0.272 0.282 0.666 -0.288
